SaleID,Date,Product,Quantity,Price,Total,Region
115,2020-02-18,Mouse,4,30,65.12,South
116,2020-02-19,Tablet,4,400,926.43,East
117,2020-02-19,Phone,5,600,1648.32,East
118,2020-02-19,Phone,4,600,1311.42,West
119,2020-02-20,Laptop,3,800,1540.7,West
120,2020-02-20,Headphones,2,100,126.5,West
121,2020-02-20,Headphones,1,100,59.19,North
122,2020-02-21,Mouse,2,30,36.07,South
123,2020-02-21,Headphones,5,100,329.55,North
124,2020-02-21,Tablet,4,400,920.9,East
125,2020-02-21,Tablet,2,400,498.07,South
126,2020-02-22,Phone,1,600,366.4,North
127,2020-02-22,Mouse,4,30,70.49,East
128,2020-02-22,Phone,2,600,677.83,South
129,2020-02-23,Phone,4,600,1494.44,South
130,2020-02-24,Tablet,2,400,457.5,North
131,2020-02-24,Headphones,2,100,118.55,South
132,2020-02-24,Monitor,1,300,158.62,West
133,2020-02-24,Charger,2,25,29.15,North
134,2020-02-25,Keyboard,5,50,158.67,South
135,2020-02-25,Monitor,2,300,373.62,East
136,2020-02-25,Keyboard,5,50,147.64,East
137,2020-02-25,Tablet,4,400,855.51,West
138,2020-02-26,Phone,5,600,1955.81,South
139,2020-02-27,Laptop,4,800,1758.56,North
140,2020-02-27,Keyboard,1,50,32.23,South
141,2020-02-28,Keyboard,2,50,62.46,South
142,2020-02-28,Charger,5,25,69.6,West
143,2020-02-28,Keyboard,1,50,31.7,South
144,2020-02-28,Tablet,5,400,1120.75,North
145,2020-02-28,Keyboard,1,50,32.51,East
146,2020-02-28,Charger,4,25,53.1,West
147,2020-02-29,Monitor,1,300,195.17,North
148,2020-02-29,Monitor,3,300,498.34,East
149,2020-02-29,Charger,2,25,28.91,East
150,2020-02-29,Phone,1,600,380.94,West
151,2020-02-29,Headphones,3,100,192.31,North
152,2020-02-29,Phone,3,600,1096.14,West
153,2020-03-01,Headphones,2,100,111.64,North
154,2020-03-01,Headphones,5,100,319.04,South
155,2020-03-01,Phone,2,600,805.16,West
156,2020-03-01,Phone,2,600,686.37,West
157,2020-03-02,Tablet,5,400,1329.85,West
158,2020-03-02,Monitor,5,300,869.39,North
159,2020-03-02,Tablet,4,400,894.47,South
160,2020-03-02,Tablet,5,400,1126.91,North
161,2020-03-03,Mouse,2,30,39.05,South
162,2020-03-03,Keyboard,5,50,156.36,West
163,2020-03-04,Monitor,3,300,531.83,West
164,2020-03-04,Mouse,2,30,35.49,East
165,2020-03-05,Phone,4,600,1498.56,South
166,2020-03-06,Tablet,1,400,263.33,North
167,2020-03-07,Headphones,5,100,268.32,West
168,2020-03-08,Headphones,1,100,57.96,East
169,2020-03-08,Laptop,5,800,2351.28,North
170,2020-03-08,Phone,1,600,401.61,East
171,2020-03-08,Laptop,2,800,983.3,North
172,2020-03-09,Headphones,3,100,200.49,South
173,2020-03-09,Headphones,4,100,249.65,North
174,2020-03-09,Tablet,4,400,880.09,South
175,2020-03-10,Keyboard,4,50,132.06,East
176,2020-03-11,Monitor,4,300,767.25,West
177,2020-03-11,Laptop,2,800,920.52,East
178,2020-03-11,Mouse,4,30,73.77,South
179,2020-03-12,Headphones,1,100,61.29,East
180,2020-03-12,Monitor,5,300,897.48,South
181,2020-03-12,Phone,4,600,1304.17,North
182,2020-03-12,Headphones,5,100,278.14,West
183,2020-03-13,Phone,1,600,321.95,West
184,2020-03-13,Mouse,1,30,16.06,South
185,2020-03-15,Laptop,1,800,452.44,South
186,2020-03-15,Keyboard,1,50,27.6,North
187,2020-03-15,Laptop,4,800,2116.24,East
188,2020-03-15,Laptop,1,800,499.61,North
189,2020-03-16,Tablet,5,400,1056.82,West
190,2020-03-17,Mouse,5,30,98.49,North
191,2020-03-17,Keyboard,2,50,55.07,South
192,2020-03-17,Laptop,5,800,2658.7,South
193,2020-03-18,Monitor,4,300,645.4,West
194,2020-03-18,Tablet,1,400,264.91,South
195,2020-03-19,Phone,3,600,1105.11,East
196,2020-03-19,Phone,2,600,664.85,North
197,2020-03-19,Charger,1,25,14.5,North
198,2020-03-19,Charger,2,25,28.78,West
199,2020-03-20,Headphones,4,100,224.12,South
200,2020-03-21,Phone,3,600,1150.85,West
201,2020-03-21,Mouse,3,30,51.56,West
202,2020-03-21,Laptop,5,800,2238.64,North
203,2020-03-21,Headphones,3,100,194.1,East
204,2020-03-21,Headphones,4,100,235.14,East
205,2020-03-22,Monitor,4,300,805.7,South
206,2020-03-22,Tablet,1,400,233.23,West
207,2020-03-23,Monitor,4,300,800.28,East
208,2020-03-23,Phone,5,600,1995.91,West
209,2020-03-23,Tablet,3,400,751.69,West
210,2020-03-24,Charger,5,25,80.04,East
211,2020-03-24,Phone,2,600,785.91,South
212,2020-03-24,Phone,3,600,978.42,East
213,2020-03-25,Monitor,5,300,822.07,North
214,2020-03-25,Phone,2,600,689.36,West
215,2020-03-26,Headphones,5,100,302.39,East
216,2020-03-26,Mouse,1,30,18.28,North
217,2020-03-26,Phone,3,600,1189.5,East
218,2020-03-26,Phone,3,600,1189.47,West
219,2020-03-27,Monitor,1,300,171.93,North
220,2020-03-27,Phone,2,600,680.07,North
221,2020-03-27,Tablet,1,400,240.6,West
222,2020-03-28,Laptop,5,800,2474.32,North
223,2020-03-28,Charger,2,25,26.97,South
224,2020-03-29,Headphones,5,100,272.59,South
225,2020-03-29,Mouse,3,30,52.74,East
226,2020-03-29,Charger,2,25,28.1,West
227,2020-03-30,Keyboard,1,50,33.26,West
228,2020-03-30,Keyboard,4,50,118.24,East
229,2020-03-30,Mouse,4,30,64.02,West
230,2020-03-30,Mouse,2,30,34.96,North
231,2020-03-31,Phone,1,600,402.96,North
232,2020-03-31,Phone,4,600,1578.8,East
233,2020-03-31,Phone,3,600,965.84,West
234,2020-04-01,Keyboard,3,50,79.54,East
235,2020-04-04,Phone,2,600,740.2,South
236,2020-04-04,Monitor,5,300,806.73,South
237,2020-04-05,Charger,5,25,77.89,North
238,2020-04-05,Charger,3,25,49.07,North
239,2020-04-06,Mouse,2,30,39.87,West
240,2020-04-06,Laptop,5,800,2529.2,East
241,2020-04-06,Keyboard,2,50,60.25,West
242,2020-04-07,Laptop,1,800,508.44,South
243,2020-04-07,Mouse,3,30,50.34,South
244,2020-04-07,Phone,5,600,1803.56,North
245,2020-04-08,Keyboard,2,50,56.82,North
246,2020-04-08,Laptop,2,800,1037.64,South
247,2020-04-08,Phone,2,600,640.97,South
248,2020-04-08,Keyboard,4,50,124.75,South
249,2020-04-09,Headphones,5,100,272.63,North
250,2020-04-09,Keyboard,3,50,84.11,East
251,2020-04-11,Monitor,5,300,901.97,South
252,2020-04-11,Tablet,4,400,930.56,South
253,2020-04-12,Tablet,2,400,449.67,East
254,2020-04-12,Phone,3,600,1056.46,South
255,2020-04-13,Mouse,5,30,85.06,South
256,2020-04-13,Laptop,2,800,1048.05,North
257,2020-04-13,Headphones,2,100,129.62,North
258,2020-04-14,Monitor,3,300,506.13,West
259,2020-04-14,Laptop,3,800,1593.9,East
260,2020-04-14,Keyboard,4,50,121.5,North
261,2020-04-14,Mouse,3,30,51.58,West
262,2020-04-15,Keyboard,5,50,167.39,East
263,2020-04-15,Charger,5,25,80.92,East
264,2020-04-15,Monitor,5,300,896.31,North
265,2020-04-15,Headphones,2,100,123.98,East
266,2020-04-15,Charger,4,25,58.41,East
267,2020-04-16,Tablet,3,400,685.99,North
268,2020-04-16,Laptop,4,800,1841.94,North
269,2020-04-17,Headphones,3,100,167.55,West
270,2020-04-18,Phone,3,600,1157.2,North
271,2020-04-19,Keyboard,5,50,142.28,North
272,2020-04-19,Monitor,3,300,518.11,South
273,2020-04-20,Phone,4,600,1362.76,South
274,2020-04-21,Phone,5,600,1781.0,East
275,2020-04-21,Mouse,4,30,68.58,West
276,2020-04-22,Keyboard,5,50,162.47,East
277,2020-04-22,Tablet,3,400,708.91,North
278,2020-04-22,Tablet,4,400,980.57,North
279,2020-04-23,Tablet,5,400,1239.83,West
280,2020-04-23,Laptop,2,800,1032.94,North
281,2020-04-24,Laptop,5,800,2677.29,South
282,2020-04-24,Charger,1,25,15.92,South
283,2020-04-24,Tablet,3,400,706.26,West
284,2020-04-25,Mouse,3,30,58.63,South
285,2020-04-25,Charger,1,25,14.86,East
286,2020-04-25,Laptop,3,800,1375.06,South
287,2020-04-26,Charger,2,25,31.64,East
288,2020-04-26,Mouse,3,30,54.69,North
289,2020-04-27,Headphones,2,100,131.56,East
290,2020-04-27,Laptop,4,800,2053.43,North
291,2020-04-27,Monitor,1,300,193.18,East
292,2020-04-28,Headphones,5,100,293.74,East
293,2020-04-29,Tablet,4,400,854.86,North
294,2020-04-29,Headphones,5,100,307.35,South
295,2020-04-30,Laptop,3,800,1611.91,East
296,2020-04-30,Monitor,3,300,504.31,East
297,2020-05-01,Tablet,5,400,1281.88,North
298,2020-05-01,Charger,3,25,42.42,South
299,2020-05-01,Laptop,2,800,938.44,East
300,2020-05-01,Monitor,3,300,588.76,West
301,2020-05-02,Headphones,2,100,121.5,South
302,2020-05-02,Monitor,1,300,168.81,West
303,2020-05-03,Charger,2,25,30.6,North
304,2020-05-03,Charger,2,25,26.88,East
305,2020-05-03,Tablet,4,400,957.37,East
306,2020-05-03,Headphones,4,100,218.26,West
307,2020-05-03,Mouse,3,30,60.09,West
308,2020-05-03,Headphones,3,100,179.52,East
309,2020-05-04,Phone,4,600,1546.27,North
310,2020-05-04,Charger,1,25,13.66,East
311,2020-05-04,Headphones,5,100,276.56,South
312,2020-05-05,Keyboard,1,50,28.41,West
313,2020-05-05,Tablet,1,400,264.46,East
314,2020-05-05,Keyboard,4,50,114.17,North
315,2020-05-06,Monitor,4,300,736.21,West
316,2020-05-06,Headphones,1,100,53.98,West
317,2020-05-06,Laptop,2,800,1038.16,East
318,2020-05-06,Charger,4,25,57.78,South
319,2020-05-07,Charger,2,25,32.26,North
320,2020-05-07,Monitor,2,300,333.23,East
321,2020-05-09,Keyboard,2,50,63.1,South
322,2020-05-09,Laptop,5,800,2575.73,South
323,2020-05-09,Charger,1,25,15.91,North
324,2020-05-11,Headphones,1,100,63.17,West
325,2020-05-11,Headphones,2,100,129.65,East
326,2020-05-11,Headphones,5,100,316.13,North
327,2020-05-12,Monitor,1,300,170.71,South
328,2020-05-13,Monitor,5,300,855.52,West
329,2020-05-13,Keyboard,3,50,94.16,East
330,2020-05-14,Laptop,3,800,1565.18,North
331,2020-05-14,Mouse,4,30,71.4,East
332,2020-05-14,Keyboard,5,50,154.59,East
333,2020-05-15,Charger,3,25,47.85,South
334,2020-05-15,Laptop,5,800,2444.72,North
335,2020-05-15,Monitor,4,300,746.75,North
336,2020-05-15,Laptop,4,800,1821.04,North
337,2020-05-15,Mouse,2,30,33.81,South
338,2020-05-15,Charger,5,25,68.22,East
339,2020-05-17,Mouse,4,30,73.81,West
340,2020-05-17,Tablet,4,400,1000.01,East
341,2020-05-17,Laptop,3,800,1274.19,North
342,2020-05-19,Phone,2,600,773.36,North
343,2020-05-19,Laptop,4,800,1994.62,East
344,2020-05-19,Keyboard,5,50,151.44,North
345,2020-05-20,Keyboard,1,50,31.11,South
346,2020-05-20,Headphones,2,100,112.03,East
347,2020-05-20,Mouse,5,30,80.41,West
348,2020-05-20,Headphones,5,100,309.58,South
349,2020-05-20,Monitor,1,300,161.64,North
350,2020-05-21,Charger,5,25,74.25,West
351,2020-05-21,Phone,4,600,1384.66,East
352,2020-05-21,Tablet,3,400,656.81,North
353,2020-05-22,Headphones,4,100,223.54,South
354,2020-05-22,Laptop,5,800,2264.2,North
355,2020-05-23,Keyboard,4,50,130.32,West
356,2020-05-24,Laptop,4,800,1964.94,East
357,2020-05-24,Phone,5,600,1674.99,West
358,2020-05-24,Keyboard,3,50,97.29,East
359,2020-05-24,Monitor,4,300,704.24,West
360,2020-05-25,Headphones,3,100,189.67,North
361,2020-05-25,Tablet,5,400,1076.1,East
362,2020-05-26,Laptop,2,800,984.67,North
363,2020-05-26,Laptop,2,800,943.85,West
364,2020-05-26,Phone,4,600,1507.76,East
365,2020-05-27,Charger,2,25,28.57,East
366,2020-05-27,Charger,5,25,71.62,East
367,2020-05-28,Phone,3,600,981.5,West
368,2020-05-28,Phone,3,600,1158.17,East
369,2020-05-29,Tablet,4,400,845.16,South
370,2020-05-29,Monitor,5,300,961.45,South
371,2020-05-30,Headphones,1,100,57.39,East
372,2020-05-30,Charger,5,25,74.65,East
373,2020-05-30,Laptop,2,800,937.97,East
374,2020-05-30,Tablet,4,400,885.68,South
375,2020-05-30,Monitor,4,300,660.93,East
376,2020-05-31,Laptop,5,800,2500.46,West
377,2020-05-31,Tablet,1,400,256.35,North
378,2020-06-01,Monitor,1,300,179.21,West
379,2020-06-01,Keyboard,3,50,94.43,South
380,2020-06-01,Keyboard,2,50,54.18,West
381,2020-06-01,Headphones,3,100,178.1,East
382,2020-06-02,Tablet,3,400,644.13,North
383,2020-06-02,Charger,4,25,55.45,South
384,2020-06-02,Keyboard,4,50,128.14,North
385,2020-06-04,Laptop,4,800,1743.11,East
386,2020-06-05,Mouse,3,30,50.51,West
387,2020-06-05,Mouse,2,30,33.61,West
388,2020-06-06,Mouse,4,30,63.76,North
389,2020-06-06,Tablet,4,400,905.86,North
390,2020-06-08,Tablet,4,400,1074.08,South
391,2020-06-08,Phone,5,600,1758.26,East
392,2020-06-08,Tablet,5,400,1059.94,South
393,2020-06-09,Laptop,1,800,428.18,East
394,2020-06-09,Tablet,2,400,533.52,North
395,2020-06-10,Phone,4,600,1481.27,South
396,2020-06-10,Mouse,2,30,38.41,South
397,2020-06-11,Headphones,1,100,59.28,South
398,2020-06-11,Monitor,4,300,784.35,North
399,2020-06-13,Phone,5,600,1993.22,West
400,2020-06-13,Tablet,3,400,745.21,West
401,2020-06-13,Charger,2,25,29.4,South
402,2020-06-13,Phone,1,600,323.72,West
403,2020-06-13,Monitor,5,300,833.16,East
404,2020-06-14,Keyboard,3,50,85.45,South
405,2020-06-14,Monitor,1,300,200.31,West
406,2020-06-14,Monitor,2,300,401.11,West
407,2020-06-14,Phone,2,600,634.78,North
408,2020-06-15,Phone,2,600,712.66,West
409,2020-06-16,Phone,5,600,1774.88,South
410,2020-06-16,Laptop,2,800,865.82,South
411,2020-06-16,Headphones,4,100,221.32,West
412,2020-06-16,Tablet,3,400,765.14,North
413,2020-06-17,Tablet,3,400,782.96,North
414,2020-06-17,Headphones,4,100,251.16,South
415,2020-06-18,Mouse,1,30,16.87,South
416,2020-06-18,Mouse,5,30,83.55,East
417,2020-06-18,Tablet,5,400,1277.02,North
418,2020-06-19,Laptop,2,800,1072.62,East
419,2020-06-19,Laptop,2,800,991.59,East
420,2020-06-19,Laptop,4,800,2059.27,South
421,2020-06-20,Monitor,4,300,774.51,North
422,2020-06-21,Laptop,4,800,2023.3,North
423,2020-06-21,Phone,1,600,324.81,South
424,2020-06-21,Monitor,5,300,916.83,West
425,2020-06-22,Tablet,1,400,245.09,East
426,2020-06-23,Mouse,5,30,82.3,South
427,2020-06-23,Tablet,3,400,776.21,North
428,2020-06-23,Tablet,3,400,777.0,East
429,2020-06-24,Headphones,2,100,131.17,East
430,2020-06-25,Headphones,5,100,283.05,West
431,2020-06-25,Laptop,1,800,484.74,North
432,2020-06-25,Charger,2,25,28.49,North
433,2020-06-26,Keyboard,4,50,124.49,East
434,2020-06-26,Phone,5,600,1807.44,North
435,2020-06-27,Headphones,3,100,189.82,South
436,2020-06-27,Charger,3,25,48.73,East
437,2020-06-28,Phone,4,600,1281.84,North
438,2020-06-28,Phone,2,600,742.13,North
439,2020-06-28,Keyboard,1,50,27.71,West
440,2020-06-30,Tablet,3,400,770.96,West
441,2020-06-30,Charger,2,25,32.94,South
442,2020-07-01,Mouse,2,30,37.48,West
443,2020-07-01,Tablet,1,400,261.07,West
444,2020-07-02,Keyboard,4,50,114.11,South
445,2020-07-02,Laptop,4,800,1940.51,North
446,2020-07-02,Phone,1,600,335.71,North
447,2020-07-02,Monitor,2,300,375.73,East
448,2020-07-03,Keyboard,3,50,81.41,North
449,2020-07-03,Headphones,3,100,164.1,East
450,2020-07-03,Mouse,5,30,91.56,East
451,2020-07-04,Mouse,1,30,20.08,South
452,2020-07-04,Mouse,5,30,92.02,North
453,2020-07-04,Monitor,1,300,165.09,North
454,2020-07-06,Charger,5,25,77.76,North
455,2020-07-06,Mouse,4,30,67.22,South
456,2020-07-07,Mouse,5,30,100.46,South
457,2020-07-07,Mouse,5,30,84.96,North
458,2020-07-07,Tablet,5,400,1335.9,North
459,2020-07-07,Tablet,4,400,961.18,West
460,2020-07-08,Mouse,5,30,91.19,South
461,2020-07-08,Charger,4,25,58.12,South
462,2020-07-08,Phone,3,600,1065.47,North
463,2020-07-09,Laptop,5,800,2650.15,North
464,2020-07-09,Keyboard,2,50,53.55,East
465,2020-07-09,Keyboard,2,50,63.6,South
466,2020-07-10,Tablet,4,400,951.49,North
467,2020-07-10,Keyboard,4,50,109.79,West
468,2020-07-10,Monitor,2,300,376.14,West
469,2020-07-10,Headphones,3,100,182.5,North
470,2020-07-11,Tablet,3,400,774.69,West
471,2020-07-11,Headphones,2,100,120.47,West
472,2020-07-11,Keyboard,4,50,107.77,North
473,2020-07-12,Charger,4,25,53.96,North
474,2020-07-12,Headphones,4,100,218.82,South
475,2020-07-12,Charger,3,25,45.5,North
476,2020-07-14,Mouse,5,30,90.59,West
477,2020-07-14,Keyboard,4,50,117.6,East
478,2020-07-14,Keyboard,4,50,129.28,North
479,2020-07-15,Monitor,5,300,799.0,West
480,2020-07-15,Headphones,4,100,246.56,East
481,2020-07-16,Headphones,1,100,57.0,West
482,2020-07-16,Tablet,1,400,225.09,North
483,2020-07-16,Mouse,2,30,35.96,North
484,2020-07-16,Monitor,1,300,174.6,South
485,2020-07-16,Charger,3,25,50.12,North
486,2020-07-17,Tablet,4,400,930.28,South
487,2020-07-17,Charger,2,25,28.24,South
488,2020-07-18,Mouse,1,30,18.88,North
489,2020-07-21,Charger,3,25,47.65,East
490,2020-07-21,Charger,3,25,47.06,East
491,2020-07-21,Tablet,5,400,1070.1,West
492,2020-07-22,Tablet,1,400,228.44,South
493,2020-07-22,Tablet,3,400,801.3,West
494,2020-07-23,Monitor,2,300,382.52,West
495,2020-07-24,Mouse,1,30,16.55,South
496,2020-07-24,Phone,4,600,1599.77,East
497,2020-07-24,Monitor,1,300,183.04,East
498,2020-07-24,Monitor,1,300,166.38,East
499,2020-07-25,Charger,4,25,66.7,North
500,2020-07-26,Headphones,4,100,243.74,West
501,2020-07-26,Keyboard,4,50,126.82,North
502,2020-07-26,Laptop,4,800,1863.4,East
503,2020-07-27,Headphones,3,100,181.84,North
504,2020-07-28,Phone,4,600,1505.45,East
505,2020-07-28,Charger,4,25,58.79,North
506,2020-07-28,Mouse,3,30,51.68,West
507,2020-07-28,Keyboard,4,50,109.61,East
508,2020-07-28,Laptop,2,800,862.04,South
509,2020-07-29,Phone,5,600,1645.65,South
510,2020-07-29,Monitor,3,300,588.42,East
511,2020-07-30,Charger,1,25,16.34,West
512,2020-07-31,Mouse,3,30,50.31,North
513,2020-07-31,Monitor,1,300,175.53,East
514,2020-07-31,Headphones,3,100,189.52,South
515,2020-07-31,Mouse,1,30,17.19,North
516,2020-07-31,Charger,1,25,16.2,South
517,2020-08-01,Phone,5,600,1792.52,East
518,2020-08-02,Keyboard,5,50,158.91,North
519,2020-08-02,Laptop,5,800,2375.3,South
520,2020-08-02,Monitor,5,300,989.84,North
521,2020-08-02,Laptop,5,800,2437.57,East
522,2020-08-03,Charger,3,25,48.62,West
523,2020-08-04,Keyboard,4,50,130.13,West
524,2020-08-04,Mouse,2,30,34.09,South
525,2020-08-04,Charger,1,25,15.08,West
526,2020-08-05,Laptop,2,800,885.32,East
527,2020-08-06,Mouse,1,30,17.96,North
528,2020-08-07,Keyboard,1,50,31.47,South
529,2020-08-07,Charger,3,25,48.14,West
530,2020-08-07,Keyboard,5,50,167.08,South
531,2020-08-07,Charger,2,25,29.96,South
532,2020-08-08,Mouse,2,30,36.93,East
533,2020-08-08,Monitor,2,300,320.41,South
534,2020-08-08,Headphones,1,100,56.88,West
535,2020-08-08,Headphones,4,100,243.28,South
536,2020-08-08,Tablet,1,400,265.86,West
537,2020-08-08,Charger,1,25,13.24,West
538,2020-08-10,Headphones,3,100,182.85,North
539,2020-08-11,Monitor,1,300,168.91,East
540,2020-08-12,Laptop,4,800,2136.16,North
541,2020-08-12,Phone,4,600,1309.16,West
542,2020-08-12,Keyboard,1,50,29.77,West
543,2020-08-12,Laptop,2,800,969.16,North
544,2020-08-12,Mouse,4,30,68.87,East
545,2020-08-13,Monitor,5,300,839.21,East
546,2020-08-13,Mouse,3,30,49.91,North
547,2020-08-13,Laptop,2,800,897.79,South
548,2020-08-14,Headphones,2,100,131.91,South
549,2020-08-14,Tablet,5,400,1084.2,East
550,2020-08-14,Keyboard,5,50,157.4,South
551,2020-08-14,Monitor,4,300,750.35,North
552,2020-08-15,Mouse,1,30,19.34,South
553,2020-08-16,Mouse,5,30,89.66,South
554,2020-08-16,Keyboard,2,50,53.3,West
555,2020-08-16,Charger,3,25,49.9,South
556,2020-08-16,Keyboard,5,50,157.84,West
557,2020-08-16,Phone,2,600,664.56,South
558,2020-08-17,Phone,2,600,797.6,East
559,2020-08-17,Phone,5,600,1586.27,North
560,2020-08-17,Charger,5,25,74.63,East
561,2020-08-18,Monitor,3,300,487.18,East
562,2020-08-18,Charger,4,25,59.04,North
563,2020-08-18,Tablet,4,400,913.31,North
564,2020-08-19,Tablet,2,400,470.07,North
565,2020-08-19,Mouse,1,30,16.26,West
566,2020-08-19,Laptop,3,800,1339.56,East
567,2020-08-19,Laptop,1,800,493.38,West
568,2020-08-20,Monitor,5,300,905.25,West
569,2020-08-20,Charger,3,25,41.36,West
570,2020-08-21,Mouse,4,30,78.67,East
571,2020-08-21,Tablet,1,400,264.08,East
572,2020-08-21,Monitor,3,300,587.9,North
573,2020-08-21,Charger,3,25,41.75,West
574,2020-08-22,Headphones,5,100,332.85,North
575,2020-08-22,Phone,1,600,342.15,East
576,2020-08-22,Keyboard,5,50,158.73,South
577,2020-08-22,Monitor,3,300,568.33,South
578,2020-08-22,Headphones,5,100,335.89,East
579,2020-08-23,Tablet,4,400,1029.41,East
580,2020-08-23,Mouse,3,30,56.16,West
